ID;estado_credito;ingreso_anual;estado_verificacion;duracion_empleo;tipo_propiedad;tasa_interes;cantidad_credito;tipo_credito;plazo;categoria_crediticia
677221;Pagado;57408;Verificado;2 años;Alquilada;11.99%;4800;Consolidación de deuda; 36 meses;B
606759;Incumplido;120000;Verificado;4 años;Hipotecada;20.62%;35000;Consolidación de deuda; 60 meses;F
219778;Incumplido;3.00E+05;Verificado;10+ años;Hipotecada;22.48%;18000;Consolidación de deuda; 36 meses;G
125324;Pagado;30000;Verificado;4 años;Alquilada;16.49%;7000;Consumo; 36 meses;D
160333;Pagado;91228;Verificado desde la fuente;2 años;Hipotecada;7.49%;12000;Tarjeta de crédito; 36 meses;A
965021;Pagado;62500;No Verificado;6 años;Hipotecada;5.99%;10000;Remodelación de vivienda; 36 meses;A
214317;Pagado;71000;Verificado desde la fuente;10+ años;Hipotecada;10.99%;16000;Consumo; 60 meses;B
448610;Pagado;77500;Verificado;4 años;Alquilada;16.49%;10000;Tarjeta de crédito; 36 meses;D
593068;Incumplido;1.00E+05;No Verificado;3 años;Hipotecada;11.99%;6000;Remodelación de vivienda; 36 meses;B
425207;Pagado;92000;No Verificado;10+ años;Alquilada;10.99%;14200;Consolidación de deuda; 36 meses;B
994164;Pagado;70000;Verificado;5 años;Hipotecada;13.49%;19000;Consolidación de deuda; 60 meses;C
294338;Pagado;60000;Verificado;4 años;Hipotecada;16.89%;12000;Compra de vivienda; 60 meses;D
356283;Pagado;33000;Verificado desde la fuente;3 años;Hipotecada;10.59%;5600;Remodelación de vivienda; 36 meses;B
650648;Pagado;180000;Verificado;7 años;Hipotecada;11.99%;14000;Consolidación de deuda; 36 meses;B
972517;Pagado;40000;Verificado desde la fuente;2 años;Hipotecada;10.99%;4500;Consolidación de deuda; 36 meses;B
275764;Pagado;39336;No Verificado;6 años;Alquilada;5.42%;3500;car; 36 meses;A
204894;Pagado;90000;Verificado desde la fuente;3 años;Alquilada;11.99%;11000;Negocio pequeño; 36 meses;B
682244;Incumplido;52000;Verificado;4 años;Hipotecada;13.99%;30225;Negocio pequeño; 60 meses;C
338115;Pagado;57000;Verificado;4 años;Alquilada;11.99%;21700;Consolidación de deuda; 36 meses;B
348090;Pagado;60000;Verificado;5 años;Alquilada;9.99%;18800;Consolidación de deuda; 36 meses;B
581684;Pagado;75000;No Verificado;7 años;Hipotecada;7.49%;10000;Consolidación de deuda; 36 meses;A
840077;Pagado;45000;No Verificado;4 años;Alquilada;10.99%;6500;Causa médica; 36 meses;B
717608;Pagado;105000;Verificado;10+ años;Hipotecada;15.23%;20125;Consolidación de deuda; 60 meses;C
249924;Pagado;63300;Verificado;10+ años;Alquilada;15.23%;35000;Consolidación de deuda; 60 meses;C
911350;Pagado;57600;Verificado;10+ años;Alquilada;15.23%;3000;car; 60 meses;C
732326;Pagado;68000;Verificado desde la fuente;< 1 año;Alquilada;6.99%;10000;Tarjeta de crédito; 36 meses;A
997414;Pagado;27340;Verificado;7 años;Alquilada;12.99%;1500;Consolidación de deuda; 36 meses;C
555993;Pagado;58000;Verificado;8 años;Hipotecada;20.99%;13000;Consolidación de deuda; 60 meses;F
713958;Pagado;96000;Verificado;3 años;Alquilada;11.99%;12000;Consumo; 36 meses;B
903964;Pagado;170000;No Verificado;2 años;Hipotecada;7.49%;20000;Remodelación de vivienda; 36 meses;A
443461;Pagado;56820.92;Verificado desde la fuente;6 años;Hipotecada;12.99%;16550;Consolidación de deuda; 60 meses;C
874899;Pagado;26004;No Verificado;5 años;Hipotecada;11.99%;6000;Remodelación de vivienda; 36 meses;B
330788;Pagado;80000;Verificado;10+ años;Hipotecada;5.99%;16000;Consolidación de deuda; 36 meses;A
591008;Incumplido;75000;Verificado desde la fuente;10+ años;Hipotecada;17.49%;15400;Consolidación de deuda; 60 meses;D
585648;Pagado;55000;No Verificado;10+ años;Hipotecada;5.42%;3850;Remodelación de vivienda; 36 meses;A
324700;Pagado;72000;Verificado desde la fuente;8 años;Alquilada;11.49%;10000;car; 36 meses;B
540520;Pagado;119000;Verificado desde la fuente;1 año;Hipotecada;20.62%;4000;Negocio pequeño; 60 meses;F
156777;Pagado;50508;No Verificado;5 años;Alquilada;5.42%;6000;Otro; 36 meses;A
448914;Incumplido;75000;Verificado desde la fuente;10+ años;Alquilada;19.69%;12600;Tarjeta de crédito; 60 meses;E
461056;Incumplido;27600;Verificado desde la fuente;2 años;Alquilada;13.99%;2000;Otro; 36 meses;C
727847;Pagado;65000;No Verificado;10+ años;Hipotecada;13.99%;3600;Remodelación de vivienda; 36 meses;C
811337;Pagado;96000;No Verificado;9 años;Hipotecada;5.42%;5100;Remodelación de vivienda; 36 meses;A
345685;Pagado;27996;No Verificado;3 años;Alquilada;13.99%;8000;Otro; 60 meses;C
938413;Pagado;78972;Verificado desde la fuente;5 años;Alquilada;13.99%;4000;Otro; 36 meses;C
167613;Pagado;84996;Verificado;10+ años;Hipotecada;11.99%;24000;Consolidación de deuda; 60 meses;B
290496;Pagado;24000;Verificado desde la fuente;< 1 año;Alquilada;5.42%;4800;Consumo; 36 meses;A
603629;Pagado;100505;Verificado;10+ años;Propia;11.99%;35000;Consolidación de deuda; 36 meses;B
360013;Pagado;82000;No Verificado;8 años;Hipotecada;15.62%;3500;Remodelación de vivienda; 36 meses;D
744374;Pagado;108000;No Verificado;10+ años;Hipotecada;10.99%;5000;Remodelación de vivienda; 36 meses;B
484661;Pagado;61080;Verificado;10+ años;Hipotecada;10.59%;25000;Consolidación de deuda; 36 meses;B
562287;Pagado;27504;Verificado desde la fuente;5 años;Alquilada;16.49%;3600;Consolidación de deuda; 60 meses;D
633778;Pagado;48600;Verificado desde la fuente;< 1 año;Alquilada;15.62%;10000;Mudanza; 36 meses;D
158902;Pagado;55000;Verificado;10+ años;Alquilada;10.99%;24000;Consolidación de deuda; 60 meses;B
412273;Pagado;85000;Verificado;10+ años;Hipotecada;10.99%;24000;Otro; 36 meses;B
587153;Pagado;71000;No Verificado;10+ años;Hipotecada;15.62%;6000;Consumo; 36 meses;D
915689;Pagado;26400;Verificado desde la fuente;5 años;Alquilada;8.49%;5300;Consolidación de deuda; 36 meses;A
843466;Pagado;150000;Verificado desde la fuente;10+ años;Hipotecada;10.59%;13125;Consolidación de deuda; 36 meses;B
515825;Incumplido;63996;No Verificado;6 años;Alquilada;13.49%;7200;Otro; 60 meses;C
867746;Pagado;57000;Verificado desde la fuente;10+ años;Propia;15.99%;13200;Consolidación de deuda; 60 meses;D
620025;Incumplido;31504.27;Verificado;10+ años;Alquilada;17.99%;10000;Consolidación de deuda; 36 meses;E
564279;Pagado;75000;Verificado;< 1 año;Alquilada;11.49%;15000;Consolidación de deuda; 60 meses;B
974660;Pagado;72345;Verificado desde la fuente;10+ años;Alquilada;12.99%;10000;Negocio pequeño; 36 meses;C
717885;Pagado;80000;No Verificado;1 año;Hipotecada;10.59%;4975;Consolidación de deuda; 36 meses;B
313194;Pagado;55000;Verificado desde la fuente;< 1 año;Alquilada;10.59%;10000;Consolidación de deuda; 36 meses;B
130158;Incumplido;43000;Verificado desde la fuente;3 años;Alquilada;13.49%;4650;Consolidación de deuda; 36 meses;C
295189;Pagado;50780;No Verificado;10+ años;Hipotecada;10.99%;6000;Consolidación de deuda; 36 meses;B
400434;Pagado;24000;Verificado desde la fuente;2 años;Hipotecada;15.99%;5000;Consolidación de deuda; 36 meses;D
690504;Pagado;30000;Verificado desde la fuente;1 año;Hipotecada;12.99%;6250;Consolidación de deuda; 60 meses;C
627970;Pagado;70000;Verificado desde la fuente;4 años;Alquilada;7.49%;6000;Matrimonio; 36 meses;A
622158;Incumplido;40000;No Verificado;5 años;Hipotecada;11.49%;12800;Remodelación de vivienda; 60 meses;B
311644;Pagado;40000;Verificado desde la fuente;1 año;Alquilada;15.99%;10800;Otro; 60 meses;D
329103;Pagado;46000;Verificado desde la fuente;5 años;Alquilada;21.74%;15000;Consolidación de deuda; 60 meses;F
888776;Pagado;85000;No Verificado;10+ años;Hipotecada;8.49%;4650;Remodelación de vivienda; 36 meses;A
972650;Pagado;52000;Verificado desde la fuente;10+ años;Hipotecada;17.99%;12000;Remodelación de vivienda; 60 meses;E
721396;Pagado;116000;Verificado;6 años;Hipotecada;9.99%;12800;Negocio pequeño; 36 meses;B
610653;Pagado;68000;Verificado desde la fuente;3 años;Alquilada;12.99%;15000;Consolidación de deuda; 60 meses;C
343502;Pagado;68400;No Verificado;< 1 año;Propia;12.99%;5000;Otro; 36 meses;C
908471;Pagado;74360;No Verificado;7 años;Propia;5.99%;8725;Consolidación de deuda; 36 meses;A
487964;Incumplido;85000;No Verificado;< 1 año;Hipotecada;11.99%;13175;Negocio pequeño; 60 meses;B
174556;Pagado;78000;Verificado;9 años;Hipotecada;10.59%;25000;Consolidación de deuda; 36 meses;B
561820;Pagado;64197;Verificado desde la fuente;7 años;Hipotecada;12.99%;7600;Negocio pequeño; 36 meses;C
882843;Pagado;33360;No Verificado;6 años;Hipotecada;10.59%;6000;Remodelación de vivienda; 36 meses;B
275036;Pagado;69996;Verificado desde la fuente;5 años;Hipotecada;16.49%;5600;Remodelación de vivienda; 60 meses;D
891147;Pagado;60000;Verificado;10+ años;Hipotecada;13.99%;21000;Consolidación de deuda; 36 meses;C
462573;Pagado;32000;Verificado desde la fuente;4 años;Hipotecada;5.99%;4900;Remodelación de vivienda; 36 meses;A
460276;Pagado;36000;Verificado;1 año;Hipotecada;6.99%;3500;Consolidación de deuda; 36 meses;A
876413;Pagado;50000;No Verificado;5 años;Hipotecada;10.59%;7000;Remodelación de vivienda; 36 meses;B
910024;Pagado;42000;Verificado;3 años;Hipotecada;16.49%;12175;Consolidación de deuda; 60 meses;D
384617;Pagado;50004;No Verificado;9 años;Alquilada;15.23%;8000;Consumo; 36 meses;C
598591;Pagado;24000;No Verificado;2 años;Alquilada;18.39%;8000;car; 60 meses;E
592768;Pagado;80000;No Verificado;10+ años;Alquilada;8.49%;6000;Consumo; 36 meses;A
947102;Incumplido;48996;Verificado desde la fuente;1 año;Alquilada;20.62%;4600;Consolidación de deuda; 60 meses;F
606926;Pagado;80004;Verificado;10+ años;Propia;12.99%;25000;Consolidación de deuda; 60 meses;C
884608;Incumplido;94000;Verificado;10+ años;Hipotecada;22.85%;21600;Consolidación de deuda; 60 meses;G
214308;Pagado;37500;No Verificado;1 año;Hipotecada;11.49%;5000;Remodelación de vivienda; 36 meses;B
494858;Pagado;70000;Verificado;3 años;Hipotecada;11.49%;20000;Consolidación de deuda; 36 meses;B
156454;Pagado;75000;No Verificado;4 años;Hipotecada;11.99%;19000;Consolidación de deuda; 36 meses;B
305312;Pagado;60000;Verificado;4 años;Hipotecada;11.49%;25000;Consolidación de deuda; 60 meses;B
212192;Pagado;65004;Verificado desde la fuente;1 año;Alquilada;15.99%;7800;Consolidación de deuda; 36 meses;D
304725;Pagado;60000;No Verificado;2 años;Hipotecada;5.99%;6000;Consumo; 36 meses;A
113382;Incumplido;163400;Verificado desde la fuente;6 años;Hipotecada;15.99%;8400;Otro; 60 meses;D
245417;Pagado;115000;Verificado;3 años;Hipotecada;15.23%;22000;Consolidación de deuda; 36 meses;C
597599;Pagado;51000;No Verificado;9 años;Alquilada;10.59%;1600;Vacaciones; 36 meses;B
341598;Pagado;38400;No Verificado;1 año;Alquilada;10.99%;13250;Tarjeta de crédito; 36 meses;B
594917;Incumplido;36000;No Verificado;7 años;Hipotecada;15.62%;4500;Remodelación de vivienda; 36 meses;D
117223;Pagado;78000;No Verificado;7 años;Hipotecada;11.49%;3000;Remodelación de vivienda; 36 meses;B
633786;Pagado;48852;No Verificado;4 años;Hipotecada;6.99%;10300;Otro; 36 meses;A
190810;Incumplido;74000;No Verificado;2 años;Alquilada;10.99%;6000;Consolidación de deuda; 36 meses;B
743895;Pagado;84000;Verificado;10+ años;Hipotecada;14.79%;23675;Consolidación de deuda; 60 meses;C
497068;Pagado;72500;No Verificado;10+ años;Hipotecada;11.99%;8875;Causa médica; 36 meses;B
343753;Pagado;70000;Verificado;5 años;Propia;11.99%;15600;Consumo; 60 meses;B
631402;Pagado;150000;No Verificado;2 años;Alquilada;15.99%;20000;Consolidación de deuda; 36 meses;D
822710;Pagado;60324;No Verificado;2 años;Alquilada;13.49%;10000;Consolidación de deuda; 60 meses;C
306285;Pagado;74000;Verificado desde la fuente;1 año;Propia;8.49%;16000;Tarjeta de crédito; 36 meses;A
531630;Pagado;70000;Verificado;10+ años;Hipotecada;5.42%;10000;Consumo; 36 meses;A
446314;Pagado;55000;Verificado;10+ años;Hipotecada;8.49%;15000;Tarjeta de crédito; 36 meses;A
251098;Pagado;75000;Verificado;2 años;Alquilada;15.99%;23200;Consolidación de deuda; 60 meses;D
534677;Incumplido;9600;Verificado desde la fuente;5 años;Alquilada;8.49%;1000;Mudanza; 36 meses;A
354255;Pagado;112227;Verificado desde la fuente;10+ años;Propia;15.23%;7000;Consolidación de deuda; 60 meses;C
186011;Pagado;56000;Verificado desde la fuente;5 años;Hipotecada;5.99%;17400;Remodelación de vivienda; 36 meses;A
266917;Pagado;50000;Verificado desde la fuente;< 1 año;Hipotecada;16.89%;10000;Causa médica; 36 meses;D
392669;Pagado;39600;No Verificado;10+ años;Hipotecada;5.99%;6000;car; 36 meses;A
758968;Pagado;159996;Verificado;10+ años;Hipotecada;13.99%;30000;Consolidación de deuda; 60 meses;C
248813;Pagado;20400;No Verificado;9 años;Propia;11.49%;2400;Tarjeta de crédito; 36 meses;B
229241;Incumplido;32000;Verificado;< 1 año;Hipotecada;12.99%;16000;Negocio pequeño; 60 meses;C
213292;Pagado;40000;No Verificado;10+ años;Hipotecada;13.49%;3500;Otro; 36 meses;C
598866;Pagado;230000;Verificado;< 1 año;Alquilada;5.99%;15000;Consolidación de deuda; 36 meses;A
403627;Pagado;66000;Verificado desde la fuente;1 año;Alquilada;15.99%;10000;Consolidación de deuda; 36 meses;D
909908;Pagado;90000;No Verificado;10+ años;Hipotecada;9.99%;5600;Remodelación de vivienda; 36 meses;B
840819;Incumplido;95004;Verificado;4 años;Alquilada;16.49%;6000;Consolidación de deuda; 60 meses;D
323800;Pagado;85000;Verificado desde la fuente;10+ años;Hipotecada;17.99%;3600;Consolidación de deuda; 36 meses;E
356236;Pagado;66500;Verificado desde la fuente;3 años;Alquilada;15.62%;11200;Tarjeta de crédito; 36 meses;D
921908;Pagado;210000;Verificado desde la fuente;8 años;Hipotecada;11.49%;24000;Consolidación de deuda; 36 meses;B
616114;Pagado;58000;No Verificado;5 años;Hipotecada;5.42%;10000;Consolidación de deuda; 36 meses;A
609658;Pagado;140000;Verificado;10+ años;Hipotecada;22.11%;30000;Otro; 60 meses;G
886201;Pagado;118000;Verificado;9 años;Propia;13.99%;30000;Consolidación de deuda; 60 meses;C
906433;Pagado;40800;No Verificado;< 1 año;Propia;13.49%;4000;Otro; 36 meses;C
958918;Pagado;120000;No Verificado;4 años;Alquilada;9.99%;10000;Tarjeta de crédito; 36 meses;B
524343;Pagado;93000;Verificado;10+ años;Hipotecada;20.99%;35000;Consolidación de deuda; 60 meses;F
377453;Pagado;21600;No Verificado;< 1 año;Alquilada;5.99%;1200;Otro; 36 meses;A
948160;Pagado;86400;No Verificado;1 año;Alquilada;11.49%;2425;Negocio pequeño; 36 meses;B
981996;Pagado;83000;No Verificado;10+ años;Hipotecada;13.99%;2500;Consumo; 36 meses;C
602357;Pagado;57000;Verificado;10+ años;Hipotecada;10.99%;6300;Tarjeta de crédito; 36 meses;B
651935;Pagado;35368;No Verificado;< 1 año;Alquilada;12.99%;5100;Mudanza; 36 meses;C
359362;Pagado;88000;No Verificado;< 1 año;Alquilada;8.49%;5000;Matrimonio; 36 meses;A
713208;Pagado;70000;Verificado desde la fuente;< 1 año;Alquilada;20.99%;8000;Consolidación de deuda; 60 meses;F
472121;Pagado;50000;Verificado desde la fuente;8 años;Hipotecada;17.49%;12000;Consolidación de deuda; 60 meses;D
451882;Incumplido;40512;Verificado desde la fuente;4 años;Alquilada;19.69%;12000;Consolidación de deuda; 60 meses;E
352628;Pagado;39000;No Verificado;10+ años;Alquilada;11.49%;5250;Consolidación de deuda; 36 meses;B
438503;Pagado;220000;No Verificado;10+ años;Hipotecada;12.99%;11275;Consolidación de deuda; 36 meses;C
658792;Pagado;48528;No Verificado;10+ años;Hipotecada;6.99%;10000;Tarjeta de crédito; 36 meses;A
746530;Pagado;86000;No Verificado;10+ años;Hipotecada;8.49%;13000;Consolidación de deuda; 36 meses;A
232726;Incumplido;83200;No Verificado;< 1 año;Alquilada;10.59%;5425;Consolidación de deuda; 36 meses;B
594593;Pagado;205000;No Verificado;2 años;Hipotecada;10.99%;11000;Otro; 36 meses;B
137083;Incumplido;60000;Verificado;3 años;Alquilada;10.99%;6000;Mudanza; 36 meses;B
629618;Pagado;96000;Verificado;< 1 año;Propia;16.89%;18000;Remodelación de vivienda; 60 meses;D
995000;Incumplido;60000;Verificado;6 años;Alquilada;11.49%;17000;Consolidación de deuda; 60 meses;B
818800;Pagado;105000;Verificado;10+ años;Hipotecada;11.99%;7725;Consolidación de deuda; 36 meses;B
986131;Incumplido;22000;No Verificado;5 años;Hipotecada;7.49%;1550;Remodelación de vivienda; 36 meses;A
716394;Incumplido;112000;Verificado desde la fuente;9 años;Alquilada;9.99%;7750;Consolidación de deuda; 36 meses;B
308284;Pagado;63000;No Verificado;5 años;Alquilada;5.99%;9225;Consolidación de deuda; 36 meses;A
512079;Pagado;25596;No Verificado;2 años;Alquilada;9.99%;4500;Otro; 36 meses;B
749851;Pagado;70000;No Verificado;6 años;Hipotecada;16.89%;12000;Consumo; 60 meses;D
430037;Incumplido;60000;Verificado;5 años;Hipotecada;17.99%;5000;Consumo; 60 meses;E
924928;Pagado;85000;No Verificado;1 año;Alquilada;5.99%;7525;Consolidación de deuda; 36 meses;A
576662;Pagado;83000;No Verificado;4 años;Hipotecada;11.99%;20000;Consolidación de deuda; 60 meses;B
989223;Pagado;120000;Verificado desde la fuente;10+ años;Hipotecada;13.49%;3600;Consumo; 36 meses;C
374644;Pagado;50000;No Verificado;4 años;Hipotecada;6.99%;2325;Tarjeta de crédito; 36 meses;A
612607;Pagado;65000;Verificado desde la fuente;2 años;Alquilada;6.99%;8000;Otro; 36 meses;A
805548;Pagado;42500;Verificado;3 años;Alquilada;20.25%;20000;Tarjeta de crédito; 60 meses;F
680768;Incumplido;80000;No Verificado;8 años;Hipotecada;11.49%;13725;Negocio pequeño; 60 meses;B
241109;Incumplido;84000;No Verificado;5 años;Hipotecada;10.59%;6775;Tarjeta de crédito; 36 meses;B
449994;Pagado;1.00E+05;Verificado desde la fuente;10+ años;Hipotecada;11.49%;12000;Remodelación de vivienda; 60 meses;B
209395;Pagado;74000;Verificado;10+ años;Hipotecada;9.99%;4475;Negocio pequeño; 36 meses;B
136185;Pagado;48000;Verificado;1 año;Alquilada;15.23%;23500;Consolidación de deuda; 60 meses;C
948912;Pagado;648000;Verificado desde la fuente;8 años;Hipotecada;15.99%;35000;Remodelación de vivienda; 36 meses;D
482454;Pagado;52500;Verificado;1 año;Alquilada;14.79%;9500;Consolidación de deuda; 36 meses;C
639653;Pagado;76365;Verificado;5 años;Propia;17.49%;14000;Consolidación de deuda; 60 meses;D
373887;Pagado;44000;Verificado;10+ años;Alquilada;13.49%;23325;Compra de vivienda; 60 meses;C
433338;Pagado;42886;No Verificado;3 años;Alquilada;10.59%;12000;Otro; 36 meses;B
824146;Pagado;168000;No Verificado;10+ años;Hipotecada;8.49%;8775;Remodelación de vivienda; 36 meses;A
361378;Pagado;65000;No Verificado;7 años;Hipotecada;5.42%;1525;Consolidación de deuda; 36 meses;A
811380;Pagado;230000;Verificado;8 años;Hipotecada;10.99%;30000;Negocio pequeño; 60 meses;B
802909;Pagado;120000;No Verificado;4 años;Hipotecada;10.99%;8850;Negocio pequeño; 36 meses;B
821174;Pagado;38000;Verificado;2 años;Hipotecada;19.29%;16200;Consolidación de deuda; 60 meses;E
942889;Pagado;81120;Verificado desde la fuente;< 1 año;Alquilada;7.49%;8350;Consolidación de deuda; 36 meses;A
193706;Pagado;32000;No Verificado;10+ años;Hipotecada;5.99%;8000;Tarjeta de crédito; 36 meses;A
149467;Pagado;72000;Verificado;4 años;Alquilada;13.49%;16000;Consolidación de deuda; 60 meses;C
821405;Pagado;60000;Verificado desde la fuente;5 años;Alquilada;7.49%;6000;car; 36 meses;A
695542;Incumplido;64500;No Verificado;10+ años;Alquilada;15.99%;7150;Consolidación de deuda; 36 meses;D
418741;Pagado;76000;Verificado desde la fuente;3 años;Alquilada;10.99%;12000;Consolidación de deuda; 36 meses;B
317265;Pagado;66420;No Verificado;8 años;Hipotecada;5.99%;5550;Remodelación de vivienda; 36 meses;A
345407;Pagado;65004;Verificado desde la fuente;1 año;Alquilada;10.59%;13000;Consolidación de deuda; 60 meses;B
424038;Pagado;65000;No Verificado;2 años;Alquilada;5.42%;3000;Vacaciones; 36 meses;A
291278;Pagado;61500;Verificado;10+ años;Hipotecada;15.99%;6000;Otro; 60 meses;D
292062;Incumplido;34800;No Verificado;6 años;Hipotecada;6.99%;5125;Consolidación de deuda; 36 meses;A
114181;Pagado;36000;No Verificado;3 años;Alquilada;12.99%;5000;Consolidación de deuda; 36 meses;C
896278;Pagado;46000;No Verificado;10+ años;Alquilada;8.49%;7000;Tarjeta de crédito; 36 meses;A
989760;Pagado;72000;No Verificado;10+ años;Hipotecada;11.99%;4800;car; 60 meses;B
533694;Incumplido;104004;Verificado;10+ años;Alquilada;12.99%;19000;Consolidación de deuda; 60 meses;C
768140;Pagado;160000;Verificado;1 año;Hipotecada;15.23%;35000;Remodelación de vivienda; 36 meses;C
937399;Pagado;85000;Verificado;3 años;Hipotecada;17.49%;8000;Remodelación de vivienda; 36 meses;D
380909;Pagado;96188;Verificado;< 1 año;Hipotecada;15.99%;11075;Consolidación de deuda; 60 meses;D
913392;Pagado;43000;Verificado desde la fuente;10+ años;Alquilada;12.99%;4000;Consolidación de deuda; 36 meses;C
176073;Incumplido;46200;No Verificado;3 años;Propia;17.49%;19200;Consolidación de deuda; 60 meses;D
766996;Pagado;35000;Verificado;10+ años;Hipotecada;13.99%;18000;Consolidación de deuda; 60 meses;C
475777;Pagado;70800;Verificado desde la fuente;10+ años;Hipotecada;10.99%;7500;Remodelación de vivienda; 60 meses;B
295213;Pagado;42500;Verificado desde la fuente;< 1 año;Alquilada;12.99%;4000;car; 36 meses;C
806341;Pagado;30000;Verificado desde la fuente;10+ años;Hipotecada;7.49%;8000;Consumo; 36 meses;A
781026;Pagado;38000;No Verificado;8 años;Hipotecada;13.49%;8000;Consolidación de deuda; 36 meses;C
115090;Pagado;36780;Verificado;2 años;Alquilada;11.49%;12000;Consolidación de deuda; 36 meses;B
636875;Incumplido;48000;Verificado desde la fuente;2 años;Alquilada;13.99%;10800;Consolidación de deuda; 36 meses;C
896406;Pagado;39000;No Verificado;1 año;Alquilada;21.36%;5000;Otro; 36 meses;F
344292;Pagado;52000;Verificado desde la fuente;1 año;Alquilada;7.49%;4000;Tarjeta de crédito; 36 meses;A
726258;Pagado;40000;Verificado;4 años;Alquilada;10.99%;20000;Tarjeta de crédito; 60 meses;B
804205;Pagado;60000;No Verificado;3 años;Propia;17.49%;4025;Otro; 60 meses;D
718132;Pagado;115000;Verificado;7 años;Hipotecada;16.49%;8100;Consolidación de deuda; 36 meses;D
552972;Pagado;85000;Verificado;2 años;Hipotecada;11.99%;8400;Consolidación de deuda; 36 meses;B
426140;Pagado;65000;No Verificado;10+ años;Hipotecada;11.99%;4500;car; 36 meses;B
887549;Incumplido;25000;Verificado;5 años;Alquilada;11.99%;3450;Consolidación de deuda; 36 meses;B
115808;Incumplido;31200;Verificado desde la fuente;1 año;Alquilada;20.25%;8000;Consolidación de deuda; 60 meses;F
309512;Pagado;48000;No Verificado;4 años;Hipotecada;5.99%;5000;Consumo; 36 meses;A
864946;Pagado;69996;No Verificado;5 años;Alquilada;7.49%;7500;Otro; 36 meses;A
954183;Incumplido;65000;Verificado desde la fuente;8 años;Hipotecada;16.49%;18000;Consolidación de deuda; 60 meses;D
737039;Pagado;73000;No Verificado;10+ años;Hipotecada;7.49%;5000;car; 36 meses;A
656707;Pagado;24000;No Verificado;1 año;Propia;7.29%;2000;Remodelación de vivienda; 36 meses;A
146826;Pagado;48000;No Verificado;10+ años;Hipotecada;5.99%;3200;Consolidación de deuda; 36 meses;A
656625;Pagado;78000;Verificado;10+ años;Hipotecada;6.99%;8325;Consolidación de deuda; 36 meses;A
514238;Pagado;45000;Verificado;9 años;Alquilada;18.79%;17400;Consumo; 60 meses;E
216268;Pagado;65000;Verificado desde la fuente;10+ años;Hipotecada;6.99%;6200;Consumo; 36 meses;A
461785;Pagado;36996;No Verificado;5 años;Alquilada;7.49%;8000;Consolidación de deuda; 36 meses;A
628645;Pagado;66000;No Verificado;2 años;Hipotecada;10.99%;12000;Consolidación de deuda; 60 meses;B
434350;Pagado;38000;No Verificado;1 año;Alquilada;12.99%;5500;car; 60 meses;C
457503;Pagado;25000;No Verificado;9 años;Alquilada;15.23%;7000;Consolidación de deuda; 60 meses;C
881628;Pagado;390000;Verificado;8 años;Hipotecada;10.99%;35000;Remodelación de vivienda; 36 meses;B
468487;Pagado;67775;No Verificado;3 años;Hipotecada;14.79%;9600;Tarjeta de crédito; 36 meses;C
872029;Pagado;132000;No Verificado;10+ años;Hipotecada;12.99%;12750;Consolidación de deuda; 60 meses;C
644152;Pagado;100752;Verificado;10+ años;Hipotecada;13.49%;24575;Consolidación de deuda; 60 meses;C
314306;Pagado;95000;Verificado desde la fuente;4 años;Alquilada;15.23%;8000;Consolidación de deuda; 36 meses;C
317278;Pagado;59700;Verificado desde la fuente;5 años;Hipotecada;10.99%;15000;Consolidación de deuda; 36 meses;B
310497;Pagado;65004;Verificado;8 años;Hipotecada;14.79%;19250;Consolidación de deuda; 60 meses;C
893298;Pagado;24720;Verificado desde la fuente;3 años;Hipotecada;10.99%;3000;car; 60 meses;B
956922;Pagado;31104;Verificado desde la fuente;1 año;Alquilada;9.99%;4000;Consumo; 36 meses;B
542922;Pagado;34200;Verificado;2 años;Alquilada;17.49%;6400;Otro; 36 meses;D
118529;Pagado;25690;No Verificado;5 años;Alquilada;12.99%;1500;Otro; 60 meses;C
874713;Pagado;110000.04;Verificado;< 1 año;Hipotecada;11.49%;25000;Consolidación de deuda; 60 meses;B
798113;Pagado;66000;Verificado desde la fuente;10+ años;Alquilada;13.99%;9000;Consumo; 36 meses;C
379651;Pagado;50000;No Verificado;9 años;Hipotecada;15.99%;12000;Tarjeta de crédito; 60 meses;D
342088;Pagado;2.00E+05;Verificado desde la fuente;< 1 año;Hipotecada;9.99%;18000;Consolidación de deuda; 36 meses;B
995122;Pagado;65000;Verificado;3 años;Hipotecada;11.99%;21000;Remodelación de vivienda; 60 meses;B
354264;Pagado;24996;No Verificado;2 años;Alquilada;9.99%;10000;Consolidación de deuda; 36 meses;B
501483;Incumplido;72000;No Verificado;4 años;Hipotecada;14.79%;6100;Remodelación de vivienda; 36 meses;C
310966;Pagado;58216;Verificado desde la fuente;5 años;Alquilada;7.49%;10000;Consolidación de deuda; 36 meses;A
662775;Pagado;33000;Verificado desde la fuente;2 años;Alquilada;12.99%;3300;Otro; 36 meses;C
445727;Pagado;70446.2;Verificado desde la fuente;1 año;Alquilada;7.49%;9550;Consolidación de deuda; 36 meses;A
842773;Pagado;47000;Verificado;10+ años;Alquilada;12.99%;26000;Consolidación de deuda; 60 meses;C
170336;Pagado;48000;Verificado desde la fuente;10+ años;Hipotecada;13.49%;1000;Negocio pequeño; 36 meses;C
269931;Pagado;55000;No Verificado;1 año;Hipotecada;8.49%;8000;car; 36 meses;A
